Price,Year,Generation,Trim,Mileage,Distance,Seller
19650,2023,8,ST-3,16830,250,Private
19478,2023,8,ST-3,12823,147,Private
18005,2022,8,ST-3,15958,332,Private
20495,2022,8,ST-3,5700,166,Private
11970,2019,8,ST-3,65000,169,Private
21198,2023,8,ST-3,3062,168,Private
14250,2019,8,ST-3,41064,69,Private
19190,2022,8,ST-3,10728,142,Private
20595,2023,8,ST-3,9345,23,Private
7600,2014,7,ST-3,62300,254,Private
21163,2023,8,ST-3,7744,164,Private
19068,2023,8,ST-3,12512,88,Private
21995,2023,8,ST-3,7821,175,Private
18010,2020,8,ST-3,14248,348,Private
18250,2021,8,ST-3,20000,347,Private
7000,2015,7,ST-3,95674,178,Private
19990,2023,8,ST-3,10714,167,Private
19315,2022,8,ST-3,14021,125,Private
19599,2023,8,ST-3,14938,337,Private
18980,2023,8,ST-3,13371,158,Private
20998,2023,8,ST-3,11346,108,Private
21495,2022,8,ST-3,10000,166,Private
20250,2022,8,ST-3,13692,267,Private
18700,2022,8,ST-3,9846,335,Private
20498,2023,8,ST-3,13367,166,Private
19798,2023,8,ST-3,8824,168,Private
19798,2022,8,ST-3,9361,136,Private
19899,2023,8,ST-3,8966,349,Private
21498,2023,8,ST-3,9694,352,Private
19000,2022,8,ST-3,11545,24,Private
20750,2023,8,ST-3,4657,252,Private
26950,2023,8,ST-3,9,321,Private
19995,2023,8,ST-3,12408,367,Private
18995,2023,8,ST-3,30445,345,Private
21998,2023,8,ST-3,3455,176,Private
18250,2022,8,ST-3,13168,322,Private
20995,2023,8,ST-3,8236,406,Private
16995,2021,8,ST-3,30000,434,Private
21960,2023,8,ST-3,8400,166,Private
19998,2022,8,ST-3,21997,350,Private
18799,2022,8,ST-3,10954,44,Private
7600,2017,7,ST-3,69000,169,Private
18853,2022,8,ST-3,17213,250,Private
7049,2015,7,ST-3,74000,45,Private
14995,2019,8,ST-3,34000,34,Private
6495,2017,7,ST-3,80000,102,Private
8995,2016,7,ST-3,65000,168,Private
10995,2017,7,ST-3,35800,106,Private
12995,2019,8,ST-3,46500,34,Private
5875,2015,7,ST-3,91000,115,Private
13890,2019,8,ST-3,37248,167,Private
20595,2023,8,ST-3,9345,23,Private
14490,2020,8,ST-3,37000,87,Private
9490,2016,7,ST-3,41674,79,Private
8495,2017,7,ST-3,63000,115,Private
5995,2015,7,ST-3,86000,153,Private
7499,2015,7,ST-3,64998,167,Private
17980,2022,8,ST-3,22448,167,Private
13999,2019,8,ST-3,45000,102,Private
14995,2020,8,ST-3,41000,183,Private
10995,2016,7,ST-3,36000,182,Private
13695,2019,8,ST-3,52000,182,Private
18990,2022,8,ST-3,14917,187,Private
7495,2017,7,ST-3,80000,335,Private
6695,2016,7,ST-3,86740,329,Private
12351,2018,8,ST-2,47268,109,Private
5995,2013,7,ST-2,68000,80,Private
5995,2014,7,ST-2,63000,22,Private
4995,2014,7,ST-2,78110,25,Private
5995,2014,7,ST-2,73000,40,Private
7490,2016,7,ST-2,44000,6,Private
4894,2013,7,ST-2,88000,17,Private
7490,2014,7,ST-2,65000,3,Private
7750,2015,7,ST-2,66907,20,Private
5799,2014,7,ST-2,75250,76,Private
4749,2016,7,ST-2,115330,46,Private
12351,2018,8,ST-2,47268,109,Private
9984,2018,8,ST-2,60523,22,Private
5599,2014,7,ST-2,66000,125,Private
3695,2014,7,ST-2,135000,96,Private
7495,2014,7,ST-2,56723,36,Private
11994,2018,8,ST-2,31470,11,Private
5999,2016,7,ST-2,71344,120,Private
7250,2016,7,ST-2,68500,77,Private
4990,2014,7,ST-2,65253,124,Private
5750,2013,7,ST-2,73000,28,Private
5990,2014,7,ST-2,71444,71,Private
12351,2018,8,ST-2,47268,109,Private
13495,2018,8,ST-2,15000,22,Private
5499,2014,7,ST-2,76630,34,Private
3995,2014,7,ST-2,117800,93,Private
7250,2014,7,ST-2,50565,71,Private
2895,2014,7,ST-2,136700,145,Private
10650,2020,8,ST-2,72000,43,Private
7699,2016,7,ST-2,66000,39,Private
12793,2018,8,ST-2,35200,44,Private
4000,2013,7,ST-2,96000,101,Private
4495,2013,7,ST-2,82187,49,Private
12351,2018,8,ST-2,47268,109,Private
8499,2015,7,ST-2,42448,97,Private
6990,2016,7,ST-2,62570,169,Private
4595,2015,7,ST-2,79000,12,Private
12995,2019,8,ST-2,37966,69,Private
5994,2013,7,ST-2,59200,167,Private
7895,2016,7,ST-2,67000,19,Private
13649,2020,8,ST-2,37000,39,Private
10495,2018,8,ST-2,63000,126,Private
14990,2019,8,ST-2,22000,45,Private
11850,2018,8,ST-2,40296,19,Private
12351,2018,8,ST-2,47268,109,Private
5190,2013,7,ST-2,95470,119,Private
4890,2014,7,ST-2,89322,125,Private
6975,2014,7,ST-2,62000,109,Private
6785,2014,7,ST-2,53299,96,Private
5695,2014,7,ST-2,81840,71,Private
9495,2017,7,ST-2,35900,117,Private
9995,2016,7,ST-2,35197,34,Private
6295,2013,7,ST-2,84000,126,Private
8995,2017,7,ST-2,52000,23,Private
6485,2014,7,ST-2,52873,100,Private
12351,2018,8,ST-2,47268,109,Private
15500,2022,8,ST-2,27815,28,Private
8495,2015,7,ST-2,46000,23,Private
12299,2018,8,ST-2,43664,49,Private
11000,2018,8,ST-2,50745,93,Private
5689,2016,7,ST-2,79553,132,Private
10700,2018,8,ST-2,54727,101,Private
8999,2016,7,ST-2,41815,97,Private
10995,2018,8,ST-2,67000,164,Private
4299,2014,7,ST-2,110413,103,Private
12495,2019,8,ST-2,37935,64,Private
12351,2018,8,ST-2,47268,109,Private
7995,2024,7,ST-2,48000,163,Private
4495,2013,7,ST-2,94906,167,Private
5275,2014,7,ST-2,93000,38,Private
7487,2015,7,ST-2,51000,173,Private
9495,2016,7,ST-2,53000,72,Private
4795,2014,7,ST-2,90000,166,Private
8500,2015,7,ST-2,46599,78,Private
6395,2013,7,ST-2,68000,117,Private
5490,2015,7,ST-2,100000,115,Private
5900,2013,7,ST-2,66000,119,Private
12351,2018,8,ST-2,47268,109,Private
10995,2018,8,ST-2,48218,153,Private
10495,2018,8,ST-2,67238,139,Private
9650,2017,7,ST-2,21550,61,Private
11495,2019,8,ST-2,55104,85,Private
10994,2018,8,ST-2,40071,36,Private
3795,2013,7,ST-2,97818,111,Private
8390,2015,7,ST-2,42000,115,Private
6995,2013,7,ST-2,73900,11,Private
11350,2019,8,ST-2,32019,46,Private
13000,2020,8,ST-2,47586,105,Private
12351,2018,8,ST-2,47268,109,Private
6499,2015,7,ST-2,59454,156,Private
10950,2019,8,ST-2,54946,70,Private
10995,2014,7,ST-2,39900,14,Private
6495,2014,7,ST-2,49300,168,Private
13249,2019,8,ST-2,28305,105,Private
6590,2014,7,ST-2,76000,100,Private
5250,2013,7,ST-2,73000,72,Private
8495,2018,8,ST-2,92000,166,Private
4495,2013,7,ST-2,95000,170,Private
11990,2019,8,ST-2,48000,139,Private
12351,2018,8,ST-2,47268,109,Private
5995,2013,7,ST-2,76486,109,Private
9530,2015,7,ST-2,30878,102,Private
12351,2018,8,ST-2,47268,109,Private
6795,2015,7,ST-2,70000,91,Private
7345,2015,7,ST-2,67000,55,Private
14799,2020,8,ST-2,20079,55,Private
7495,2015,7,ST-2,71212,69,Private
12143,2019,8,ST-2,53000,100,Private
11995,2017,7,ST-2,8796,121,Private
13500,2018,8,ST-2,41334,8,Private
12351,2018,8,ST-2,47268,109,Private
14550,2019,8,ST-2,16488,19,Private
7490,2014,7,ST-2,50753,176,Private
13310,2018,8,ST-2,26662,47,Private
5500,2014,7,ST-2,78000,166,Private
4495,2015,7,ST-2,101000,78,Private
3995,2013,7,ST-2,98646,139,Private
5995,2014,7,ST-2,62800,164,Private
9996,2016,7,ST-2,23550,110,Private
5500,2013,7,ST-2,66500,160,Private
3750,2014,7,ST-2,107000,145,Private
12351,2018,8,ST-2,47268,109,Private
11225,2017,7,ST-2,39000,84,Private
12495,2018,8,ST-2,39200,121,Private
5750,2015,7,ST-2,85400,77,Private
6489,2015,7,ST-2,69000,21,Private
6495,2013,7,ST-2,58000,126,Private
12295,2019,8,ST-2,44700,135,Private
7995,2017,7,ST-2,67000,115,Private
6495,2013,7,ST-2,48000,104,Private
13245,2019,8,ST-2,30569,62,Private
7995,2014,7,ST-2,44000,179,Private
12351,2018,8,ST-2,47268,109,Private
7000,2014,7,ST-2,78000,50,Private
14149,2020,8,ST-2,39425,3,Private
4950,2015,7,ST-2,102000,89,Private
8590,2016,7,ST-2,47109,117,Private
12395,2020,8,ST-2,42700,150,Private
5449,2015,7,ST-2,90000,169,Private
12499,2019,8,ST-2,38000,101,Private
12850,2019,8,ST-2,49000,168,Private
4996,2014,7,ST-2,94971,109,Private
5420,2014,7,ST-2,52000,243,Private
12351,2018,8,ST-2,47268,109,Private
7495,2016,7,ST-2,67600,147,Private
7995,2015,7,ST-2,45000,105,Private
5000,2014,7,ST-2,115207,213,Private
6675,2014,7,ST-2,66076,173,Private
9696,2018,8,ST-2,80000,160,Private
6450,2014,7,ST-2,50000,128,Private
6999,2014,7,ST-2,62771,78,Private
12495,2020,8,ST-2,47000,174,Private
5785,2016,7,ST-2,90567,250,Private
6290,2013,7,ST-2,60502,175,Private
12351,2018,8,ST-2,47268,109,Private
12799,2020,8,ST-2,45000,76,Private
13050,2019,8,ST-2,39548,70,Private
16650,2022,8,ST-2,11009,158,Private
6995,2016,7,ST-2,72439,173,Private
12280,2019,8,ST-2,36687,162,Private
3795,2025,7,ST-2,118000,167,Private
9128,2015,7,ST-2,32175,122,Private
11400,2018,8,ST-2,46000,70,Private
15999,2020,8,ST-2,12084,3,Private
14995,2021,8,ST-2,27000,81,Private
12351,2018,8,ST-2,47268,109,Private
7999,2017,7,ST-2,55289,182,Private
9400,2015,7,ST-2,31185,103,Private
6000,2013,7,ST-2,68105,126,Private
10000,2014,7,ST-2,75000,90,Private
13995,2020,8,ST-2,30500,110,Private
10430,2018,8,ST-2,67462,173,Private
6100,2013,7,ST-2,58000,115,Private
6475,2014,7,ST-2,62507,173,Private
8250,2015,7,ST-2,59500,132,Private
14990,2020,8,ST-2,19925,102,Private
12351,2018,8,ST-2,47268,109,Private
17690,2022,8,ST-2,10814,140,Private
7795,2016,7,ST-2,50170,177,Private
11995,2019,8,ST-2,54500,243,Private
9495,2015,7,ST-2,35997,158,Private
5500,2015,7,ST-2,78361,140,Private
10900,2019,8,ST-2,54686,93,Private
12440,2019,8,ST-2,37733,158,Private
5195,2014,7,ST-2,91000,103,Private
12495,2019,8,ST-2,46442,174,Private
4100,2013,7,ST-2,90750,133,Private
12351,2018,8,ST-2,47268,109,Private
13999,2020,8,ST-2,35000,42,Private
13999,2020,8,ST-2,19333,168,Private
8495,8995,7,ST-2,47000,114,Private
14499,2020,8,ST-2,26760,158,Private
16295,2021,8,ST-2,19625,90,Private
6995,2014,7,ST-2,58100,220,Private
12990,2019,8,ST-2,40000,58,Private
8250,2015,7,ST-2,52692,159,Private
14495,2020,8,ST-2,34204,30,Private
8899,2015,7,ST-2,33425,256,Private
12351,2018,8,ST-2,47268,109,Private
7240,2016,7,ST-2,75366,172,Private
13899,2019,8,ST-2,29549,130,Private
11899,2019,8,ST-2,53000,94,Private
11794,2019,8,ST-2,42799,188,Private
6500,2014,7,ST-2,79000,162,Private
13780,2019,8,ST-2,26724,169,Private
13900,2019,8,ST-2,27014,203,Private
17597,2022,8,ST-2,16000,158,Private
6995,2014,7,ST-2,57300,188,Private
10488,2018,8,ST-2,59239,250,Private
12351,2018,8,ST-2,47268,109,Private
5800,2013,7,ST-2,89953,54,Private
7495,2014,7,ST-2,81147,136,Private
11500,2018,8,ST-2,51500,343,Private
6289,2017,7,ST-2,86973,104,Private
18550,2022,8,ST-2,5590,158,Private
8399,2015,7,ST-2,47600,256,Private
6495,2013,7,ST-2,62000,349,Private
8500,2017,7,ST-2,53770,162,Private
11395,2019,8,ST-2,58000,199,Private
6123,2013,7,ST-2,74677,103,Private
12351,2018,8,ST-2,47268,109,Private
10495,2019,8,ST-2,70382,127,Private
7190,2014,7,ST-2,44000,193,Private
6645,2013,7,ST-2,52000,168,Private
14499,2020,8,ST-2,29340,54,Private
7225,2017,7,ST-2,70342,140,Private
15999,2021,8,ST-2,24319,151,Private
15490,2021,8,ST-2,25207,129,Private
19000,2022,8,ST-2,9150,78,Private
18000,2022,8,ST-2,19500,103,Private
12000,2017,7,ST-2,42212,141,Private
12351,2018,8,ST-2,47268,109,Private
8510,2014,7,ST-2,44401,123,Private
15990,2022,8,ST-2,16018,325,Private
5295,2014,7,ST-2,91671,135,Private
14295,1979,8,ST-2,19798,108,Private
7599,2019,8,ST-2,100548,338,Private
17499,2022,8,ST-2,26335,169,Private
11495,2019,8,ST-2,53254,319,Private
5995,2017,7,ST-2,92000,170,Private
5000,2015,7,ST-2,78428,254,Private
15295,2021,8,ST-2,32345,267,Private
12351,2018,8,ST-2,47268,109,Private
7179,2014,7,ST-2,61445,352,Private
8995,2016,7,ST-2,46200,220,Private
15490,2021,8,ST-2,32606,164,Private
17199,2022,8,ST-2,11253,250,Private
9495,2016,7,ST-2,44000,345,Private
17795,2022,8,ST-2,4400,97,Private
12590,2019,8,ST-2,39841,141,Private
4395,2014,7,ST-2,97000,206,Private
6300,2017,7,ST-2,82000,170,Private
4500,2014,7,ST-2,102270,126,Private
12351,2018,8,ST-2,47268,109,Private
12760,2018,8,ST-2,50000,101,Private
16490,2022,8,ST-2,25133,369,Private
17963,2022,8,ST-2,11831,195,Private
15990,2021,8,ST-2,16316,246,Private
5075,2015,7,ST-2,106300,167,Private
16490,2025,8,ST-2,13590,367,Private
17225,2022,8,ST-2,12907,335,Private
9500,2017,7,ST-2,40708,254,Private
17699,2021,8,ST-2,16618,185,Private
9750,2016,7,ST-2,61331,349,Private
12351,2018,8,ST-2,47268,109,Private
8885,2017,7,ST-2,62000,174,Private
8995,2015,7,ST-2,48000,345,Private
16995,2025,8,ST-2,17771,321,Private
17998,2022,8,ST-2,3896,338,Private
15490,2020,8,ST-2,17998,254,Private
15998,2020,8,ST-2,24920,338,Private
8250,2017,7,ST-2,58000,333,Private
111111,2018,8,ST-2,44444,19,Private
18498,2022,8,ST-2,13813,350,Private
4990,2013,7,ST-2,90955,77,Private
12351,2018,8,ST-2,47268,109,Private
4795,2013,7,ST-2,90800,93,Private
7795,2016,7,ST-2,53800,83,Private
8995,2016,7,ST-2,42000,106,Private
9495,2013,7,ST-2,73000,179,Private
12330,2019,8,ST-2,21590,12,Private
7995,2015,7,ST-2,42000,106,Private
6195,2013,7,ST-2,66009,70,Private
6000,2013,7,ST-2,89501,148,Private
5390,2013,7,ST-2,91000,204,Private
5000,2014,7,ST-2,73715,405,Private
12351,2018,8,ST-2,47268,109,Private
9700,2018,8,ST-2,37612,337,Private
